nombre,marca,modelo,sku,categoria,condicion,estado,stock,stockMinimo,costoUSD,precioVentaBaseUSD
Camara Tp-link Tapo,,,CAMARA-TP-LINK-TAPO,ACCESORIOS,nuevo,activo,0,1,0,0
Cargador Generico imexx,,,CARGADOR-GENERICO-IMEXX,ACCESORIOS,nuevo,activo,0,1,0,0
Cargador Laptop ACER punta Fina en caja,,,CARGADOR-LAPTOP-ACER-PUNTA-FINA-EN,ACCESORIOS,nuevo,activo,8,1,0,0
Cargador Laptop ASUS punta Fina en caja,,,CARGADOR-LAPTOP-ASUS-PUNTA-FINA-EN,ACCESORIOS,nuevo,activo,11,1,0,0
Cargador Laptop ASUS punta tipo C en caja,,,CARGADOR-LAPTOP-ASUS-PUNTA-TIPO-C-,ACCESORIOS,nuevo,activo,3,1,0,0
Cargador Laptop Dell punta gorda en caja,,,CARGADOR-LAPTOP-DELL-PUNTA-GORDA-E,ACCESORIOS,nuevo,activo,0,1,0,0
Cargador Laptop Dell punta gorda sin caja,,,CARGADOR-LAPTOP-DELL-PUNTA-GORDA-S,ACCESORIOS,nuevo,activo,0,1,0,0
Cargador Laptop Dell punta tipo C sin caja,,,CARGADOR-LAPTOP-DELL-PUNTA-TIPO-C-,ACCESORIOS,nuevo,activo,0,1,0,0
"Cargador Laptop HP punta azul, refurbished",,,CARGADOR-LAPTOP-HP-PUNTA-AZUL-REFU,ACCESORIOS,refurbished,activo,0,1,0,0
Cargador Laptop Lenovo punta cuadrada sin caja,,,CARGADOR-LAPTOP-LENOVO-PUNTA-CUADR,ACCESORIOS,nuevo,activo,0,1,0,0
Cargador Laptop Lenovo punta redonda Fina,,,CARGADOR-LAPTOP-LENOVO-PUNTA-REDON,ACCESORIOS,nuevo,activo,5,1,0,0
Cargador Xiaomi con cable 33W,,,CARGADOR-XIAOMI-CON-CABLE-33W,ACCESORIOS,nuevo,activo,7,1,0,0
Case Aerocool Scape,,,CASE-AEROCOOL-SCAPE,CASE,nuevo,activo,0,1,0,0
Case AST con fuente,,,CASE-AST-CON-FUENTE,CASE,nuevo,activo,2,1,0,0
Case AST GQ31,,,CASE-AST-GQ31,CASE,nuevo,activo,0,1,0,0
Case AST pecera,,,CASE-AST-PECERA,CASE,nuevo,activo,2,1,0,0
Case AST sin fuente,,,CASE-AST-SIN-FUENTE,CASE,nuevo,activo,0,1,0,0
Case Azza Luminous 110 Negro,,,CASE-AZZA-LUMINOUS-110-NEGRO,CASE,nuevo,activo,1,1,0,0
Case Cooler Master Box MB511 Negro,,,CASE-COOLER-MASTER-BOX-MB511-NEGRO,COOLING,nuevo,activo,1,1,0,0
Case Cooler Master Kayfa,,,CASE-COOLER-MASTER-KAYFA,COOLING,nuevo,activo,0,1,0,0
Case Cooler Master TD300 Black,,,CASE-COOLER-MASTER-TD300-BLACK,COOLING,nuevo,activo,0,1,0,0
Case Cooler Master TD300 White mesh,,,CASE-COOLER-MASTER-TD300-WHITE-MES,COOLING,nuevo,activo,1,1,0,0
Case Corsair 3000D,,,CASE-CORSAIR-3000D,CASE,nuevo,activo,1,1,0,0
Case Gamemax Aero,,,CASE-GAMEMAX-AERO,CASE,nuevo,activo,2,1,0,0
Case Gamemax Black Diamond,,,CASE-GAMEMAX-BLACK-DIAMOND,CASE,nuevo,activo,1,1,0,0
Case Gamemax Black Hole,,,CASE-GAMEMAX-BLACK-HOLE,CASE,nuevo,activo,1,1,0,0
Case jenip super nova blanco,,,CASE-JENIP-SUPER-NOVA-BLANCO,CASE,nuevo,activo,2,1,0,0
Case Jenip nebula black 1.5,,,CASE-JENIP-NEBULA-BLACK-1-5,CASE,nuevo,activo,2,1,0,0
Case jenip clarity black,,,CASE-JENIP-CLARITY-BLACK,CASE,nuevo,activo,2,1,0,0
Case Gamemax Infinity,,,CASE-GAMEMAX-INFINITY,CASE,nuevo,activo,1,1,0,0
Case Gamemax Nova N2,,,CASE-GAMEMAX-NOVA-N2,CASE,nuevo,activo,0,1,0,0
Case Gamemax Nova N6,,,CASE-GAMEMAX-NOVA-N6,CASE,nuevo,activo,0,1,0,0
Case Gamemax Nova N80,,,CASE-GAMEMAX-NOVA-N80,CASE,nuevo,activo,0,1,0,0
Case Gamemax silent Titan 2,,,CASE-GAMEMAX-SILENT-TITAN-2,CASE,nuevo,activo,1,1,0,0
Case Gamemax Vista AB,,,CASE-GAMEMAX-VISTA-AB,CASE,nuevo,activo,0,1,0,0
Case Gamemax Vista AW Blanco,,,CASE-GAMEMAX-VISTA-AW-BLANCO,CASE,nuevo,activo,2,1,0,0
Case Gamemax Vista COC AW Blanco,,,CASE-GAMEMAX-VISTA-COC-AW-BLANCO,CASE,nuevo,activo,1,1,0,0
Case Gamemax white Diamond,,,CASE-GAMEMAX-WHITE-DIAMOND,CASE,nuevo,activo,0,1,0,0
Case Spectra Blanco,,,CASE-SPECTRA-BLANCO,CASE,nuevo,activo,0,1,0,0
Case tesseract pro con pantalla,,,CASE-TESSERACT-PRO-CON-PANTALLA,CASE,nuevo,activo,0,1,0,0
Case thermaltake Core V1 - cuadrado TIENDA,,,CASE-THERMALTAKE-CORE-V1-CUADRADO-,CASE,nuevo,activo,0,1,0,0
Case Ucing Blanco X-2 chino,,,CASE-UCING-BLANCO-X-2-CHINO,CASE,nuevo,activo,0,1,0,0
Case XPG Starker,,,CASE-XPG-STARKER,CASE,nuevo,activo,1,1,0,0
Case Zalman T7,,,CASE-ZALMAN-T7,CASE,nuevo,activo,0,1,0,0
Control Fire Tv Stick,,,CONTROL-FIRE-TV-STICK,CONTROL,nuevo,activo,8,1,0,0
Control Gamesir Kaleid,,,CONTROL-GAMESIR-KALEID,CONTROL,nuevo,activo,0,1,0,0
Control Play 2,,,CONTROL-PLAY-2,CONTROL,nuevo,activo,1,1,0,0
Control Play 3,,,CONTROL-PLAY-3,CONTROL,nuevo,activo,1,1,0,0
Control Play 4,,,CONTROL-PLAY-4,CONTROL,nuevo,activo,7,1,0,0
Control Play 5,,,CONTROL-PLAY-5,CONTROL,nuevo,activo,6,1,0,0
Control Power A Xbox,,,CONTROL-POWER-A-XBOX,CONTROL,nuevo,activo,3,1,0,0
Control Redragon Forge G711,,,CONTROL-REDRAGON-FORGE-G711,CONTROL,nuevo,activo,0,1,0,0
Control Redragon Harrow,,,CONTROL-REDRAGON-HARROW,CONTROL,nuevo,activo,3,1,0,0
Control Redragon Harrow Pro (2 revision),,,CONTROL-REDRAGON-HARROW-PRO-2-REVI,CONTROL,nuevo,activo,3,1,0,0
Control Redragon Rift G710,,,CONTROL-REDRAGON-RIFT-G710,CONTROL,nuevo,activo,3,1,0,0
Control Redragon Sarturn,,,CONTROL-REDRAGON-SARTURN,CONTROL,nuevo,activo,0,1,0,0
Control Xbox 360,,,CONTROL-XBOX-360,CONTROL,nuevo,activo,1,1,0,0
Control Xbox Inalambrico ORIGINAL,,,CONTROL-XBOX-INALAMBRICO-ORIGINAL,CONTROL,nuevo,activo,6,1,0,0
Control Xbox PDP,,,CONTROL-XBOX-PDP,CONTROL,nuevo,activo,3,1,0,0
Corneta economica Astron,,,CORNETA-ECONOMICA-ASTRON,ACCESORIOS,nuevo,activo,0,1,0,0
Corneta Genius 2.1 Bluetooth,,,CORNETA-GENIUS-2-1-BLUETOOTH,ACCESORIOS,nuevo,activo,0,1,0,0
Corneta Redragon Darknets,,,CORNETA-REDRAGON-DARKNETS,ACCESORIOS,nuevo,activo,0,1,0,0
Corneta Redragon Gaming Sound Bar,,,CORNETA-REDRAGON-GAMING-SOUND-BAR,ACCESORIOS,nuevo,activo,0,1,0,0
Corneta T-wolf A60,,,CORNETA-T-WOLF-A60,ACCESORIOS,nuevo,activo,0,1,0,0
Corneta T-Wolf S4 (Barra de Sonido),,,CORNETA-T-WOLF-S4-BARRA-DE-SONIDO,ACCESORIOS,nuevo,activo,3,1,0,0
Corneta T-Wolf S7,,,CORNETA-T-WOLF-S7,ACCESORIOS,nuevo,activo,1,1,0,0
Disipador AST,,,DISIPADOR-AST,COOLING,nuevo,activo,3,1,0,0
Disipador de Torre A02 Chino,,,DISIPADOR-DE-TORRE-A02-CHINO,COOLING,nuevo,activo,2,1,0,0
Disipador de Torre A02 Pro Chino,,,DISIPADOR-DE-TORRE-A02-PRO-CHINO,COOLING,nuevo,activo,6,1,0,0
Disipador de Torre A06 rgb chino,,,DISIPADOR-DE-TORRE-A06-RGB-CHINO,COOLING,nuevo,activo,2,1,0,0
Disipador intel,,,DISIPADOR-INTEL,COOLING,nuevo,activo,18,1,0,0
Disipador AMD CAJA NEGRA,,,DISIPADOR-AMD-CAJA-NEGRA,COOLING,nuevo,activo,3,1,0,0
Disipador Master Titan 01B,,,DISIPADOR-MASTER-TITAN-01B,COOLING,nuevo,activo,4,1,0,0
Disipador HYPER 212 spectrum v3,,,DISIPADOR-HYPER-212-SPECTRUM-V3,COOLING,nuevo,activo,2,1,0,0
Enclousure cady Interno,,,ENCLOUSURE-CADY-INTERNO,ACCESORIOS,nuevo,activo,0,1,0,0
Enclousure HDD Grande,,,ENCLOUSURE-HDD-GRANDE,ACCESORIOS,nuevo,activo,3,1,0,0
Enclousure m.2 Nvme Orico,,,ENCLOUSURE-M-2-NVME-ORICO,ACCESORIOS,nuevo,activo,2,1,0,0
Enclousure SSD chino,,,ENCLOUSURE-SSD-CHINO,ACCESORIOS,nuevo,activo,0,1,0,0
Enclousure SSD UP,,,ENCLOUSURE-SSD-UP,ACCESORIOS,nuevo,activo,4,1,0,0
Equipo PC Nueva i5 4ta. Grande,,,EQUIPO-PC-NUEVA-I5-4TA-GRANDE,EQUIPO,nuevo,activo,1,1,0,0
Equipo PC Nueva Ryzen 3 3200G - 8-256,,,EQUIPO-PC-NUEVA-RYZEN-3-3200G-8-25,EQUIPO,nuevo,activo,0,1,0,0
Equipo PC Refurbished Dell i3 - 2da.,,,EQUIPO-PC-REFURBISHED-DELL-I3-2DA,EQUIPO,refurbished,activo,1,1,0,0
Equipo PC Refurbished Dell i3 - 3era.,,,EQUIPO-PC-REFURBISHED-DELL-I3-3ERA,EQUIPO,refurbished,activo,0,1,0,0
Equipo PC Refurbished Dell i5 - 3era.,,,EQUIPO-PC-REFURBISHED-DELL-I5-3ERA,EQUIPO,refurbished,activo,5,1,0,0
Equipo PC Refurbished Dell i5 - 4ta. 8 Gb,,,EQUIPO-PC-REFURBISHED-DELL-I5-4TA-,EQUIPO,refurbished,activo,5,1,0,0
Equipo PC Refurbished Dell i5 - 6ta.,,,EQUIPO-PC-REFURBISHED-DELL-I5-6TA,EQUIPO,refurbished,activo,1,1,0,0
Equipo PC Refurbished Dell i5 - 7ma. 4Gb,,,EQUIPO-PC-REFURBISHED-DELL-I5-7MA-,EQUIPO,refurbished,activo,0,1,0,0
Equipo PC Refurbished Dell i5 7ma 8Gb,,,EQUIPO-PC-REFURBISHED-DELL-I5-7MA--2,EQUIPO,refurbished,activo,3,1,0,0
Equipo PC Refurbished Dell i7 - 3era,,,EQUIPO-PC-REFURBISHED-DELL-I7-3ERA,EQUIPO,refurbished,activo,0,1,0,0
Equipo PC Refurbished Dell i7 - 6ta,,,EQUIPO-PC-REFURBISHED-DELL-I7-6TA,EQUIPO,refurbished,activo,2,1,0,0
Equipo PC Refurbished HP i3 - 6ta.8 Gb,,,EQUIPO-PC-REFURBISHED-HP-I3-6TA-8-,EQUIPO,refurbished,activo,1,1,0,0
Equipo PC Refurbished Lenovo i5 - 6ta.,,,EQUIPO-PC-REFURBISHED-LENOVO-I5-6T,EQUIPO,refurbished,activo,1,1,0,0
Equipo PC Refurbished Lenovo i5 - 7ma.,,,EQUIPO-PC-REFURBISHED-LENOVO-I5-7M,EQUIPO,refurbished,activo,0,1,0,0
Equipo Todo en Uno MSI Tactil AP162,,,EQUIPO-TODO-EN-UNO-MSI-TACTIL-AP16,EQUIPO,nuevo,activo,0,1,0,0
Equipo Todo en Uno Surtida hp y (1 da�ada dell),,,EQUIPO-TODO-EN-UNO-SURTIDA-HP-Y-1-,EQUIPO,nuevo,activo,0,1,0,0
Escritorio Gaming,,,ESCRITORIO-GAMING,ESCRITORIO,nuevo,activo,0,1,0,0
Fan cooler 3 in 1 medusa,,,FAN-COOLER-3-IN-1-MEDUSA,COOLING,nuevo,activo,1,1,0,0
Fan cooler 3 in 1 arcane,,,FAN-COOLER-3-IN-1-ARCANE,COOLING,nuevo,activo,1,1,0,0
Fan cooler 3 in 1 rage,,,FAN-COOLER-3-IN-1-RAGE,COOLING,nuevo,activo,1,1,0,0
Fan aerocool Frost 12,,,FAN-AEROCOOL-FROST-12,COOLING,nuevo,activo,1,1,0,0
Fan aerocool Jemip Negro,,,FAN-AEROCOOL-JEMIP-NEGRO,COOLING,nuevo,activo,0,1,0,0
Fan Cooler inplay - raimbow,,,FAN-COOLER-INPLAY-RAIMBOW,COOLING,nuevo,activo,5,1,0,0
Fan Cooler Kit 3 en 1 One,,,FAN-COOLER-KIT-3-EN-1-ONE,COOLING,nuevo,activo,4,1,0,0
Fan Cooler Kit 4 en 1 Gamemax,,,FAN-COOLER-KIT-4-EN-1-GAMEMAX,COOLING,nuevo,activo,0,1,0,0
Fan Cooler ICE WHALE caja negra,,,FAN-COOLER-ICE-WHALE-CAJA-NEGRA,COOLING,nuevo,activo,3,1,0,0
Fan cooler X1-Case Fan (caja amarillo con negro),,,FAN-COOLER-X1-CASE-FAN-CAJA-AMARIL,COOLING,nuevo,activo,5,1,0,0
FanCooler Grafica,,,FANCOOLER-GRAFICA,COOLING,nuevo,activo,0,1,0,0
Fuente Certificada 1000 Rosewill CMG G5,,,FUENTE-CERTIFICADA-1000-ROSEWILL-C,PSU,nuevo,activo,0,1,0,0
Fuente Certificada 1000 W MSI MAC a1000 gs PCIe,,,FUENTE-CERTIFICADA-1000-W-MSI-MAC-,PSU,nuevo,activo,0,1,0,0
Fuente Certificada 1250 W Gamemax Rampage,,,FUENTE-CERTIFICADA-1250-W-GAMEMAX-,PSU,nuevo,activo,1,1,0,0
Fuente Certificada 500 W Mlogis,,,FUENTE-CERTIFICADA-500-W-MLOGIS,PSU,nuevo,activo,2,1,0,0
Fuente Certificada 600 W Mlogis,,,FUENTE-CERTIFICADA-600-W-MLOGIS,PSU,nuevo,activo,2,1,0,0
Fuente Certificada 600 W MSI,,,FUENTE-CERTIFICADA-600-W-MSI,PSU,nuevo,activo,0,1,0,0
Fuente Certificada 650 W MSI A650 BN,,,FUENTE-CERTIFICADA-650-W-MSI-A650-,PSU,nuevo,activo,1,1,0,0
Fuente Certificada 650 W Thermaltake,,,FUENTE-CERTIFICADA-650-W-THERMALTA,PSU,nuevo,activo,1,1,0,0
Fuente Certificada 650 W Thermaltake smart bm3,,,FUENTE-CERTIFICADA-650-W-THERMALTA-2,PSU,nuevo,activo,0,1,0,0
Fuente certificada 700W Gamemax VPRGBmodular,,,FUENTE-CERTIFICADA-700W-GAMEMAX-VP,PSU,nuevo,activo,1,1,0,0
Fuente certificada 700W VP SERIES,,,FUENTE-CERTIFICADA-700W-VP-SERIES,PSU,nuevo,activo,1,1,0,0
Fuente certificada 700W Gamemax Blanca RGB,,,FUENTE-CERTIFICADA-700W-GAMEMAX-BL,PSU,nuevo,activo,0,1,0,0
Fuente certificada 700W Gamemax GM,,,FUENTE-CERTIFICADA-700W-GAMEMAX-GM,PSU,nuevo,activo,1,1,0,0
Fuente Certificada 750 W Corsair cx,,,FUENTE-CERTIFICADA-750-W-CORSAIR-C,PSU,nuevo,activo,3,1,0,0
Fuente Certificada 750W Mlogis,,,FUENTE-CERTIFICADA-750W-MLOGIS,PSU,nuevo,activo,3,1,0,0
Fuente Certificada 800W Gamemax,,,FUENTE-CERTIFICADA-800W-GAMEMAX,PSU,nuevo,activo,0,1,0,0
Fuente Certificada 850W Gamemax,,,FUENTE-CERTIFICADA-850W-GAMEMAX,PSU,nuevo,activo,1,1,0,0
Fuente Generica 650 W Wind Ice,,,FUENTE-GENERICA-650-W-WIND-ICE,PSU,nuevo,activo,5,1,0,0
Fuente Generica One 650W,,,FUENTE-GENERICA-ONE-650W,PSU,nuevo,activo,2,1,0,0
"Funda para laptop 14"""" colores ",,,FUNDA-PARA-LAPTOP-14-COLORES,ACCESORIOS,nuevo,activo,0,1,0,0
"Funda para laptop 14""""HP Reversible",,,FUNDA-PARA-LAPTOP-14-HP-REVERSIBLE,ACCESORIOS,nuevo,activo,0,1,0,0
"Funda para laptop 15.6"""" colores",,,FUNDA-PARA-LAPTOP-15-6-COLORES,ACCESORIOS,nuevo,activo,0,1,0,0
"Funda para laptop 16""""",,,FUNDA-PARA-LAPTOP-16,ACCESORIOS,nuevo,activo,0,1,0,0
Funda para laptop Negro Uproducts,,,FUNDA-PARA-LAPTOP-NEGRO-UPRODUCTS,ACCESORIOS,nuevo,activo,0,1,0,0
Grafica A310 - 4 GB Intel Arc - Asrock,,,GRAFICA-A310-4-GB-INTEL-ARC-ASROCK,GPU,nuevo,activo,0,1,0,0
Grafica GT 730 - 2 GB AMD,,,GRAFICA-GT-730-2-GB-AMD,GPU,nuevo,activo,0,1,0,0
Grafica GTX 1050 - 8GB- Zotac,,,GRAFICA-GTX-1050-8GB-ZOTAC,GPU,nuevo,activo,0,1,0,0
Grafica GTX 1070 Ti - 8GB- ASUS,,,GRAFICA-GTX-1070-TI-8GB-ASUS,GPU,nuevo,activo,1,1,0,0
Grafica GTX 750 TI - 4 GB - Arteck,,,GRAFICA-GTX-750-TI-4-GB-ARTECK,GPU,nuevo,activo,1,1,0,0
Grafica R5 430 - 1 GB AMD,,,GRAFICA-R5-430-1-GB-AMD,GPU,nuevo,activo,2,1,0,0
Grafica R5 430 - 2 GB AMD,,,GRAFICA-R5-430-2-GB-AMD,GPU,nuevo,activo,4,1,0,0
Grafica RX 550 - 4 GB- RADEON,,,GRAFICA-RX-550-4-GB-RADEON,GPU,nuevo,activo,2,1,0,0
Grafica RTX 2070 SUPER EVGA 8GB,,,GRAFICA-RTX-2070-SUPER-EVGA-8GB,GPU,nuevo,activo,1,1,0,0
Grafica RTX 5060 ZOTAC 8 GB,,,GRAFICA-RTX-5060-ZOTAC-8-GB,GPU,nuevo,activo,1,1,0,0
Grafica RTX 2060 - 6 GB Geforce Zotac,,,GRAFICA-RTX-2060-6-GB-GEFORCE-ZOTA,GPU,nuevo,activo,0,1,0,0
Grafica RTX 2060 - 6 GB MSI Ventus Geforce,,,GRAFICA-RTX-2060-6-GB-MSI-VENTUS-G,GPU,nuevo,activo,0,1,0,0
Grafica RTX 2060 Super - 8 GB EVGA Geforce,,,GRAFICA-RTX-2060-SUPER-8-GB-EVGA-G,GPU,nuevo,activo,0,1,0,0
Grafica RTX 2070 Super- MSI,,,GRAFICA-RTX-2070-SUPER-MSI,GPU,nuevo,activo,0,1,0,0
Grafica RTX 3050 - 6 GB - MSI Ventus 2X,,,GRAFICA-RTX-3050-6-GB-MSI-VENTUS-2,GPU,nuevo,activo,1,1,0,0
Grafica INTEL A310 - 4GB,,,GRAFICA-INTEL-A310-4GB,GPU,nuevo,activo,1,1,0,0
Grafica RTX 3060 - 12 GB MSI Ventus 2X,,,GRAFICA-RTX-3060-12-GB-MSI-VENTUS-,GPU,nuevo,activo,0,1,0,0
Grafica RTX 5050 - 8 Gb - Asus,,,GRAFICA-RTX-5050-8-GB-ASUS,GPU,nuevo,activo,0,1,0,0
Grafica RTX 5060 - 8 GB- Msi Shadow,,,GRAFICA-RTX-5060-8-GB-MSI-SHADOW,GPU,nuevo,activo,0,1,0,0
Grafica RTX 5060 - 8 GbB - Zota Gaming AMP,,,GRAFICA-RTX-5060-8-GBB-ZOTA-GAMING,GPU,nuevo,activo,0,1,0,0
Grafica RTX 5500 8 GB AFOX,,,GRAFICA-RTX-5500-8-GB-AFOX,GPU,nuevo,activo,1,1,0,0
Grafica RTX 5060 Ti - MSI,,,GRAFICA-RTX-5060-TI-MSI,GPU,nuevo,activo,1,1,0,0
Grafica RTX 5070 - 12 Gb - Asus Prime,,,GRAFICA-RTX-5070-12-GB-ASUS-PRIME,GPU,nuevo,activo,0,1,0,0
Grafica RX 470 - 4GB Aisurux,,,GRAFICA-RX-470-4GB-AISURUX,GPU,nuevo,activo,0,1,0,0
Grafica RX 550 - 8 GB ARTECK,,,GRAFICA-RX-550-8-GB-ARTECK,GPU,nuevo,activo,1,1,0,0
Grafica RX 580 - 8GB - JENIP,,,GRAFICA-RX-580-8GB-JENIP,GPU,nuevo,activo,1,1,0,0
Grafica RX 580 - 4gb - safiri,,,GRAFICA-RX-580-4GB-SAFIRI,GPU,nuevo,activo,0,1,0,0
Grafica RX 6600XT- 8 GB -XFX,,,GRAFICA-RX-6600XT-8-GB-XFX,GPU,nuevo,activo,0,1,0,0
Grafica RX 6700 XT - 12 GB MSI,,,GRAFICA-RX-6700-XT-12-GB-MSI,GPU,nuevo,activo,0,1,0,0
Grafica RX 9060 XT - 16 GB ASUS AMD,,,GRAFICA-RX-9060-XT-16-GB-ASUS-AMD,GPU,nuevo,activo,0,1,0,0
Grafica RX 9060 XT - 8 GB XFX,,,GRAFICA-RX-9060-XT-8-GB-XFX,GPU,nuevo,activo,1,1,0,0
Grafica RX 9070 XT - 16 GB - Asrock,,,GRAFICA-RX-9070-XT-16-GB-ASROCK,GPU,nuevo,activo,1,1,0,0
Grafica RX Vega 64 - 8 GB - XFX -XFX,,,GRAFICA-RX-VEGA-64-8-GB-XFX-XFX,GPU,nuevo,activo,1,1,0,0
Impresora Canon G1130,,,IMPRESORA-CANON-G1130,IMPRESORA,nuevo,activo,2,1,0,0
Impresora canon G3180,,,IMPRESORA-CANON-G3180,IMPRESORA,nuevo,activo,2,1,0,0
Impresora Epson L3250,,,IMPRESORA-EPSON-L3250,IMPRESORA,nuevo,activo,2,1,0,0
Laptop nueva Acer i5-13va. 8-256,,,LAPTOP-NUEVA-ACER-I5-13VA-8-256,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Acer RYZEN 5 7000 8-256,,,LAPTOP-NUEVA-ACER-RYZEN-5-7000-8-2,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Acer i5-13va/16/512 + RTX 4050,,,LAPTOP-NUEVA-ACER-I5-13VA-16-512-R,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Asus i3 13va. 8-128,,,LAPTOP-NUEVA-ASUS-I3-13VA-8-128,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Asus i3 N305,,,LAPTOP-NUEVA-ASUS-I3-N305,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus i7-13va. 16-512,,,LAPTOP-NUEVA-ASUS-I7-13VA-16-512,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus Ryzen 3 / 8 /128,,,LAPTOP-NUEVA-ASUS-RYZEN-3-8-128,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus Tuf Ryzen 5/16/512 + RTX 2050,,,LAPTOP-NUEVA-ASUS-TUF-RYZEN-5-16-5,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus Tuf Ryzen 5/16/512 + RTX 4060,,,LAPTOP-NUEVA-ASUS-TUF-RYZEN-5-16-5-2,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Compag ryzen 3 16-256,,,LAPTOP-NUEVA-COMPAG-RYZEN-3-16-256,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Compag Ryzen 7 5825U / 16 -512,,,LAPTOP-NUEVA-COMPAG-RYZEN-7-5825U-,LAPTOP,nuevo,activo,2,1,0,0
"Laptop nueva HP Core ultra 7- 16""""-16gb - 1 tb",,,LAPTOP-NUEVA-HP-CORE-ULTRA-7-16-16,LAPTOP,nuevo,activo,0,1,0,0
Laptop Nueva HP intel core 7 ultra / 16 -512 tactil,,,LAPTOP-NUEVA-HP-INTEL-CORE-7-ULTRA,LAPTOP,nuevo,activo,1,1,0,0
Laptop Nueva HP intel core 7 ultra /16/1tb,,,LAPTOP-NUEVA-HP-INTEL-CORE-7-ULTRA-2,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva HP N150 8 /128,,,LAPTOP-NUEVA-HP-N150-8-128,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva HP N150 8 /256,,,LAPTOP-NUEVA-HP-N150-8-256,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva HP Ryzen 5-7520 / 8-256,,,LAPTOP-NUEVA-HP-RYZEN-5-7520-8-256,LAPTOP,nuevo,activo,2,1,0,0
Laptop Nueva HP Ryzen 3 -8-128,,,LAPTOP-NUEVA-HP-RYZEN-3-8-128,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva HP victus i5-13va. /8/512 + RTX 3050,,,LAPTOP-NUEVA-HP-VICTUS-I5-13VA-8-5,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva HP victus Ryzen 5 /16/512 + RX 6650,,,LAPTOP-NUEVA-HP-VICTUS-RYZEN-5-16-,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Jemip Celeron N4020 8/256,,,LAPTOP-NUEVA-JEMIP-CELERON-N4020-8,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva Lenovo i7 13620H 8/256,,,LAPTOP-NUEVA-LENOVO-I7-13620H-8-25,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Lenovo i5 13450HX 16/1TB,,,LAPTOP-NUEVA-LENOVO-I5-13450HX-16-,LAPTOP,nuevo,activo,1,1,0,0
"Laptop nueva Lenovo Amd Athlon 3050 - 8-128 15.6""""",,,LAPTOP-NUEVA-LENOVO-AMD-ATHLON-305,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva Lenovo i5-13va. 16-256,,,LAPTOP-NUEVA-LENOVO-I5-13VA-16-256,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva lenovo intel core n4500 celeron,,,LAPTOP-NUEVA-LENOVO-INTEL-CORE-N45,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva lenovo i5 1335U 16ram/256gb almac.,,,LAPTOP-NUEVA-LENOVO-I5-1335U-16RAM,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva lenovo intel N4500 4ram/128gb almac.,,,LAPTOP-NUEVA-LENOVO-INTEL-N4500-4R,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Lenovo Ryzen 3 7000 8-256.,,,LAPTOP-NUEVA-LENOVO-RYZEN-3-7000-8,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Lenovo Ryzen 5- 7520u 8-256,,,LAPTOP-NUEVA-LENOVO-RYZEN-5-7520U-,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva MSI i5-13va/ 16/512 + RTX 3050,,,LAPTOP-NUEVA-MSI-I5-13VA-16-512-RT,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva MSI i7/ 32/1 TB + RTX 5070,,,LAPTOP-NUEVA-MSI-I7-32-1-TB-RTX-50,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva MSI Ryzen 5/ 16/512 + RTX 4050,,,LAPTOP-NUEVA-MSI-RYZEN-5-16-512-RT,LAPTOP,nuevo,activo,0,1,0,0
Laptop Refurb. Dell i5-10ma. 14 16-256,,,LAPTOP-REFURB-DELL-I5-10MA-14-16-2,LAPTOP,refurbished,activo,1,1,0,0
"Laptop Refurb. Dell i5-11va 14"""" Tactil",,,LAPTOP-REFURB-DELL-I5-11VA-14-TACT,LAPTOP,refurbished,activo,2,1,0,0
Laptop Refurb.dell i7 10ma,,,LAPTOP-REFURB-DELL-I7-10MA,LAPTOP,refurbished,activo,1,1,0,0
"Laptop Refurb. Dell i5-7ma 14""""",,,LAPTOP-REFURB-DELL-I5-7MA-14,LAPTOP,refurbished,activo,1,1,0,0
